thigh_joint_torque,leg_joint_torque,foot_joint_torque,thigh_left_joint_torque,leg_left_joint_torque,foot_left_joint_torque,thigh_joint_position,leg_joint_position,foot_joint_position,thigh_left_joint_position,leg_left_joint_position,foot_left_joint_position,thigh_joint_velocity,leg_joint_velocity,foot_joint_velocity,thigh_left_joint_velocity,leg_left_joint_velocity,foot_left_joint_velocity,time
40.0,40.0,12.0,40.0,40.0,12.0,-0.4178367384377031,-0.8485218573207914,0.4246385218634681,-0.35627148149117643,-0.6361233842295444,0.33818684765897467,-0.4178367384377031,-0.8485218573207914,0.4246385218634681,-0.35627148149117643,-0.6361233842295444,0.33818684765897467,1.1384999999999987
40.0,40.0,12.0,40.0,40.0,12.0,-0.32454131010520054,-0.8674522973929519,0.38728393920356335,-0.2977672572242664,-0.6439767683130416,0.3251878891356802,-0.32454131010520054,-0.8674522973929519,0.38728393920356335,-0.2977672572242664,-0.6439767683130416,0.3251878891356802,1.1549999999999987
40.0,40.0,12.0,40.0,40.0,12.0,-0.21252242997772566,-0.9110934833250924,0.3588872676142277,-0.22812971987817604,-0.6651682217289906,0.32887576141423625,-0.21252242997772566,-0.9110934833250924,0.3588872676142277,-0.22812971987817604,-0.6651682217289906,0.32887576141423625,1.1714999999999987
-37.39664554595947,-37.39664554595947,-11.218993663787842,-37.39664554595947,-37.39664554595947,-11.218993663787842,-0.22633094781675045,-0.9075492061487395,0.3626890659716127,-0.27553964207500586,-0.6566323234628558,0.33780192577932566,-0.22633094781675045,-0.9075492061487395,0.3626890659716127,-0.27553964207500586,-0.6566323234628558,0.33780192577932566,1.1879999999999986
40.0,40.0,12.0,40.0,40.0,12.0,-0.2590893744971925,-0.8993458138731579,0.37846625831791825,-0.3417969737171893,-0.647127365929635,0.37836885059629005,-0.2590893744971925,-0.8993458138731579,0.37846625831791825,-0.3417969737171893,-0.647127365929635,0.37836885059629005,1.2044999999999986
40.0,40.0,12.0,40.0,40.0,12.0,-0.2130734084917661,-0.9209511082857049,0.3700932944617497,-0.3382589829189595,-0.6526951913141229,0.4047798366051405,-0.2130734084917661,-0.9209511082857049,0.3700932944617497,-0.3382589829189595,-0.6526951913141229,0.4047798366051405,1.2209999999999985
40.0,40.0,12.0,40.0,40.0,12.0,-0.13888567014734118,-0.9456424054302799,0.3598648503784818,-0.30776379396901204,-0.6599211267356871,0.39387900952963867,-0.13888567014734118,-0.9456424054302799,0.3598648503784818,-0.30776379396901204,-0.6599211267356871,0.39387900952963867,1.2374999999999985
40.0,40.0,12.0,40.0,40.0,12.0,0.00514224983651454,-0.9895552701531407,0.37282616688393866,-0.20425777245667487,-0.697294626574541,0.3919375599453349,0.00514224983651454,-0.9895552701531407,0.37282616688393866,-0.20425777245667487,-0.697294626574541,0.3919375599453349,1.2539999999999984
-40.0,-40.0,-12.0,-40.0,-40.0,-12.0,-0.09632123492934624,-0.9274896189131216,0.4298012547552808,-0.33740776426646435,-0.6394776086109003,0.3944234832201536,-0.09632123492934624,-0.9274896189131216,0.4298012547552808,-0.33740776426646435,-0.6394776086109003,0.3944234832201536,1.2704999999999984
40.0,40.0,12.0,40.0,40.0,12.0,-0.21143734719692672,-0.8574383750872919,0.485691414551314,-0.48333337592822123,-0.5748160359159159,0.3897091303424641,-0.21143734719692672,-0.8574383750872919,0.485691414551314,-0.48333337592822123,-0.5748160359159159,0.3897091303424641,1.2869999999999984
40.0,40.0,12.0,40.0,40.0,12.0,-0.23189939074722252,-0.8255704159338043,0.5140125787403734,-0.545055359407799,-0.5319791901775602,0.3885142033584801,-0.23189939074722252,-0.8255704159338043,0.5140125787403734,-0.545055359407799,-0.5319791901775602,0.3885142033584801,1.3034999999999983
33.02231788635254,33.02231788635254,9.906695365905762,33.02231788635254,33.02231788635254,9.906695365905762,-0.14596580567829076,-0.8531579401485416,0.5126708219628533,-0.5051121357740891,-0.5409225554511374,0.4026642920906145,-0.14596580567829076,-0.8531579401485416,0.5126708219628533,-0.5051121357740891,-0.5409225554511374,0.4026642920906145,1.3199999999999983
23.917880058288574,23.917880058288574,7.175364017486572,23.917880058288574,23.917880058288574,7.175364017486572,-0.05499961211057608,-0.8811439682272192,0.4923547885923573,-0.45910580386004596,-0.5557528372555982,0.4196068249564771,-0.05499961211057608,-0.8811439682272192,0.4923547885923573,-0.45910580386004596,-0.5557528372555982,0.4196068249564771,1.3364999999999982
